student_id,district,gender,income_tier,treatment_group,baseline_score,parent_trust,tech_adopted,attrition_status,endline_score
1340,Islamabad,Female,High,Control,71,Disagree,Yes,Surveyed,79.56044254611383
1341,Faisalabad,Female,Low,Control,55,Strongly Agree,Yes,Surveyed,54.264503312905724
1342,Lahore,Male,Middle,Control,55,Strongly Agree,No,Not Reached,60.16167100482466
1343,Islamabad,Female,Low,Treatment,46,Agree,Yes,Not Reached,68.20261104841694
1344,Faisalabad,Male,Low,Treatment,47,Disagree,Yes,Surveyed,64.78310099084038
1345,Faisalabad,Male,Low,Control,66,Strongly Agree,Yes,Surveyed,70.05226767095921
1346,Faisalabad,Female,High,Control,39,Disagree,Yes,Surveyed,34.24550796961407
1347,Karachi,Male,Low,Treatment,44,Agree,Yes,Surveyed,62.02242140556912
1348,Multan,Male,Low,Treatment,53,Agree,Yes,Surveyed,73.9612444966861
1349,Karachi,Male,Middle,Control,59,Agree,No,Not Reached,58.17027669638465
1350,Faisalabad,Male,High,Treatment,56,Agree,Yes,Not Reached,63.8889099264017
1351,Karachi,Female,High,Control,58,Strongly Agree,Yes,Not Reached,59.27389066992017
1352,Islamabad,Female,Low,Treatment,38,Strongly Agree,Yes,Surveyed,55.41160997273834
1353,Islamabad,Female,Middle,Treatment,43,Agree,No,Not Reached,60.36182661316178
1354,Faisalabad,Male,Low,Control,29,Agree,No,Surveyed,30.92727062449259
1355,Karachi,Female,Low,Treatment,31,Strongly Agree,No,Surveyed,44.945577751410354
1356,Faisalabad,Female,High,Treatment,49,Agree,Yes,Surveyed,54.16174256713249
1357,Islamabad,Female,High,Treatment,74,Agree,No,Surveyed,91.53993189573103
1358,Faisalabad,Male,Low,Treatment,53,Agree,No,Surveyed,68.58797738394404
1359,Islamabad,Male,Low,Treatment,26,Disagree,Yes,Surveyed,40.38791416058176
1360,Multan,Female,Middle,Treatment,47,Strongly Disagree,Yes,Surveyed,58.059014416148045
1361,Multan,Female,High,Treatment,38,Agree,Yes,Surveyed,47.98180840237358
1362,Faisalabad,Male,High,Control,35,Agree,No,Refused,33.34967510831857
1363,Islamabad,Male,High,Treatment,37,Agree,Yes,Not Reached,38.64830709493927
1364,Lahore,Female,Low,Treatment,69,Agree,Yes,Surveyed,78.75393853121331
1365,Lahore,Male,Middle,Control,49,Agree,Yes,Refused,48.451724361047724
1366,Karachi,Female,Middle,Treatment,37,Strongly Agree,Yes,Surveyed,39.719430097675165
1367,Karachi,Male,Low,Control,51,Strongly Agree,Yes,Not Reached,41.01795621337665
1368,Multan,Male,Low,Control,59,Agree,No,Surveyed,68.9997365881642
1369,Lahore,Male,Low,Treatment,37,Strongly Agree,No,Surveyed,52.10477605298583
1370,Multan,Female,Low,Treatment,50,Strongly Disagree,No,Surveyed,74.61330915150371
1371,Karachi,Female,Low,Treatment,47,Strongly Agree,No,Surveyed,60.007931301501486
1372,Multan,Female,Low,Control,51,Agree,Yes,Refused,51.58464305391284
1373,Karachi,Female,Low,Control,46,Strongly Agree,No,Refused,54.243933110194234
1374,Faisalabad,Female,Low,Treatment,34,Disagree,Yes,Surveyed,50.46874163482737
1375,Multan,Male,High,Treatment,30,Strongly Disagree,No,Surveyed,46.735894927711215
1376,Lahore,Male,Low,Control,42,Strongly Agree,No,Refused,31.90366892779215
1377,Islamabad,Female,Low,Treatment,60,Agree,Yes,Refused,78.5709395785312
1378,Islamabad,Female,Middle,Control,35,Agree,No,Surveyed,42.456774975740935
1379,Islamabad,Male,Low,Treatment,46,Strongly Disagree,Yes,Surveyed,63.41533379888229
1380,Lahore,Female,Low,Control,32,Strongly Disagree,Yes,Refused,32.650267553178864
1381,Multan,Male,Middle,Treatment,29,Strongly Agree,Yes,Not Reached,47.77801262490176
1382,Faisalabad,Female,Low,Treatment,48,Agree,No,Surveyed,64.21265831467602
1383,Karachi,Male,Low,Treatment,48,Agree,No,Surveyed,64.36387273483646
1384,Lahore,Female,Low,Control,42,Agree,No,Surveyed,52.10538028445197
1385,Lahore,Female,Low,Control,52,Strongly Disagree,Yes,Surveyed,52.92789969406081
1386,Multan,Female,Low,Control,29,Agree,No,Surveyed,27.772121258495208
1387,Faisalabad,Male,Middle,Control,44,Disagree,Yes,Not Reached,43.42024729729586
1388,Karachi,Female,Low,Control,46,Agree,Yes,Surveyed,52.336550671892624
1389,Karachi,Female,Low,Treatment,30,Strongly Agree,Yes,Surveyed,47.05597068794424
1390,Multan,Male,Low,Treatment,35,Agree,Yes,Surveyed,49.5166952902951
1391,Karachi,Female,Middle,Treatment,24,Strongly Agree,Yes,Surveyed,40.85358923355227
1392,Islamabad,Male,Low,Treatment,71,Strongly Disagree,Yes,Surveyed,89.00734684163007
1393,Islamabad,Male,Low,Control,44,Disagree,No,Surveyed,46.7841948966312
1394,Multan,Female,Middle,Treatment,51,Agree,Yes,Surveyed,60.7761713568809
1395,Islamabad,Female,Low,Treatment,49,Agree,No,Surveyed,70.9250366016249
1396,Lahore,Female,Middle,Control,42,Agree,Yes,Refused,46.26901392645834
1397,Karachi,Male,Low,Control,35,Disagree,Yes,Surveyed,38.927054347902434
1398,Lahore,Female,Low,Control,41,Agree,No,Surveyed,36.80184620432332
1399,Islamabad,Male,Low,Treatment,45,Agree,Yes,Surveyed,65.14371805225986
1400,Islamabad,Female,Middle,Treatment,27,Strongly Disagree,Yes,Surveyed,42.881748595472196
1401,Faisalabad,Male,Low,Control,43,Strongly Agree,No,Surveyed,43.711247133111584
1402,Faisalabad,Female,Middle,Control,54,Disagree,No,Refused,49.762879135661606
1403,Multan,Male,Low,Treatment,46,Agree,No,Refused,65.6420818192434
1404,Lahore,Male,Low,Control,41,Strongly Agree,Yes,Surveyed,37.35532855618246
1405,Faisalabad,Male,Low,Control,39,Agree,Yes,Surveyed,49.09657406643648
1406,Lahore,Female,Low,Treatment,48,Strongly Agree,Yes,Not Reached,59.06277495961295
1407,Multan,Male,Low,Control,65,Agree,Yes,Surveyed,64.83887590275694
1408,Multan,Male,Low,Treatment,45,Strongly Agree,Yes,Not Reached,64.75167842271483
1409,Islamabad,Male,Low,Treatment,28,Agree,Yes,Surveyed,46.65021945728259
1410,Islamabad,Male,Middle,Control,50,Agree,Yes,Surveyed,62.60029118015175
1411,Faisalabad,Female,Low,Control,47,Strongly Agree,Yes,Surveyed,48.68147619181047
1412,Faisalabad,Male,Middle,Control,21,Strongly Agree,Yes,Surveyed,23.892187171509608
1413,Multan,Female,High,Treatment,51,Strongly Agree,Yes,Surveyed,64.31476630861296
1414,Multan,Male,Low,Control,51,Strongly Agree,Yes,Surveyed,53.225179116960405
1415,Faisalabad,Male,Low,Control,35,Agree,No,Surveyed,34.92851017124088
1416,Faisalabad,Female,Low,Control,40,Agree,No,Surveyed,33.01136016755758
1417,Islamabad,Male,Low,Control,50,Strongly Agree,No,Surveyed,45.92937786255534
1418,Islamabad,Male,Middle,Control,66,Agree,Yes,Surveyed,72.33878359527071
1419,Islamabad,Female,Middle,Control,39,Disagree,Yes,Surveyed,36.15047804608551
1420,Multan,Male,Low,Treatment,57,Strongly Disagree,No,Surveyed,72.16236140258256
1421,Karachi,Male,High,Treatment,26,Strongly Agree,Yes,Not Reached,34.403736223709814
1422,Karachi,Female,Low,Control,22,Agree,No,Surveyed,14.315137736168985
1423,Multan,Female,Low,Control,74,Disagree,No,Surveyed,77.3543848270765
1424,Multan,Male,Middle,Treatment,69,Strongly Agree,Yes,Refused,80.08924359504284
1425,Multan,Female,Middle,Treatment,48,Agree,No,Surveyed,47.81523804964684
1426,Lahore,Female,Middle,Treatment,39,Disagree,No,Surveyed,60.33136231134722
1427,Multan,Male,High,Control,56,Disagree,Yes,Not Reached,56.021044035665064
1428,Faisalabad,Male,Middle,Control,44,Agree,Yes,Surveyed,42.708502447771885
1429,Multan,Female,Low,Control,41,Agree,No,Surveyed,44.64008450353359
1430,Multan,Male,High,Control,43,Agree,No,Surveyed,45.63502208058484
1431,Karachi,Female,Low,Control,38,Strongly Agree,Yes,Refused,41.95969043900055
1432,Faisalabad,Male,Low,Treatment,38,Disagree,Yes,Not Reached,54.52762837115212
1433,Lahore,Female,Low,Treatment,48,Disagree,Yes,Surveyed,64.56961652967969
1434,Islamabad,Male,Middle,Control,41,Strongly Agree,Yes,Surveyed,41.13897652085906
1435,Islamabad,Male,High,Treatment,37,Agree,Yes,Refused,52.47578327440283
1436,Karachi,Female,Low,Control,42,Strongly Agree,Yes,Surveyed,44.241171759180816
1437,Karachi,Male,Middle,Control,61,Agree,Yes,Surveyed,69.6765780180029
1438,Lahore,Female,Low,Treatment,30,Agree,No,Surveyed,41.52107559303703
1439,Faisalabad,Female,Low,Control,59,Strongly Agree,No,Surveyed,67.7780203140083
1440,Karachi,Male,Middle,Treatment,49,Strongly Agree,Yes,Surveyed,69.13056553942519
1441,Faisalabad,Female,Middle,Control,52,Disagree,Yes,Not Reached,57.269488463984864
1442,Lahore,Male,Middle,Treatment,38,Agree,Yes,Surveyed,51.22139011627338
1443,Lahore,Female,Low,Control,62,Agree,Yes,Surveyed,64.84775161907675
1444,Karachi,Female,Low,Control,49,Disagree,No,Surveyed,57.577900165995715
1445,Multan,Male,Middle,Treatment,52,Disagree,Yes,Surveyed,71.95443698626565
1446,Multan,Male,Low,Control,37,Agree,Yes,Surveyed,40.01670920024899
1447,Multan,Male,Middle,Treatment,40,Disagree,Yes,Surveyed,48.12538509618035
1448,Karachi,Male,High,Control,59,Agree,Yes,Surveyed,67.54988918159452
1449,Multan,Male,Middle,Control,33,Disagree,Yes,Surveyed,33.90277825288712
1450,Multan,Male,Middle,Treatment,58,Agree,Yes,Surveyed,71.45096363278827
1451,Faisalabad,Female,Low,Control,55,Agree,Yes,Surveyed,57.751872028258596
1452,Lahore,Male,High,Control,49,Agree,No,Surveyed,55.76408306169349
1453,Karachi,Male,Middle,Treatment,52,Agree,No,Surveyed,63.07728331820807
1454,Karachi,Male,Low,Treatment,48,Agree,No,Surveyed,73.26516826913854
1455,Karachi,Female,Low,Control,62,Agree,Yes,Surveyed,69.2349944394158
1456,Islamabad,Female,Middle,Treatment,25,Strongly Agree,Yes,Surveyed,38.2098215976077
1457,Faisalabad,Female,Middle,Treatment,45,Agree,Yes,Not Reached,54.180364522278744
1458,Faisalabad,Male,Middle,Treatment,55,Strongly Agree,Yes,Surveyed,70.04961921338244
1459,Multan,Female,Low,Treatment,31,Agree,No,Surveyed,42.972010745145546
1460,Faisalabad,Male,Low,Control,52,Strongly Agree,Yes,Surveyed,55.54491817145879
1461,Karachi,Female,High,Control,54,Agree,No,Surveyed,54.671411498836235
1462,Faisalabad,Male,Low,Control,44,Agree,Yes,Surveyed,48.463308072354145
1463,Lahore,Female,Middle,Treatment,61,Agree,Yes,Surveyed,67.64778644306706
1464,Multan,Male,Low,Treatment,51,Agree,Yes,Surveyed,71.78541475760622
1465,Faisalabad,Female,High,Treatment,37,Strongly Agree,Yes,Surveyed,43.78051358191668
1466,Karachi,Female,High,Control,60,Agree,Yes,Surveyed,62.482783752015855
1467,Faisalabad,Female,Middle,Control,42,Disagree,No,Surveyed,41.52410796272048
1468,Islamabad,Male,High,Treatment,41,Strongly Disagree,No,Refused,50.800694281982196
1469,Multan,Female,High,Treatment,64,Agree,No,Surveyed,83.39123253725941
1470,Lahore,Male,Middle,Control,54,Agree,No,Not Reached,56.97593327483859
1471,Lahore,Male,Low,Treatment,48,Strongly Agree,Yes,Refused,62.33070478145355
1472,Karachi,Female,High,Control,34,Disagree,No,Surveyed,41.69119976597779
1473,Multan,Male,Low,Treatment,43,Agree,Yes,Surveyed,62.29949503861856
1474,Multan,Female,Low,Control,43,Strongly Disagree,No,Surveyed,38.71475040899403
1475,Faisalabad,Male,Low,Treatment,32,Strongly Agree,No,Surveyed,46.46137510865032
1476,Multan,Male,Low,Treatment,41,Strongly Agree,Yes,Refused,57.60016639354336
1477,Karachi,Male,Middle,Control,54,Agree,No,Surveyed,57.56124495505902
1478,Multan,Male,Low,Treatment,54,Strongly Disagree,Yes,Not Reached,77.21999485827138
1479,Karachi,Female,High,Control,54,Agree,Yes,Refused,52.77891902292992
1480,Karachi,Female,Low,Treatment,35,Disagree,Yes,Not Reached,53.11205620043818
1481,Faisalabad,Female,Low,Control,42,Agree,Yes,Surveyed,39.14719538863191
1482,Islamabad,Female,High,Treatment,33,Disagree,Yes,Surveyed,43.59629521513223
1483,Faisalabad,Male,Low,Treatment,43,Agree,No,Not Reached,62.87045509833398
1484,Islamabad,Male,High,Treatment,52,Strongly Agree,Yes,Surveyed,60.21919507745524
1485,Lahore,Male,Middle,Treatment,36,Disagree,No,Surveyed,38.432798700659106
1486,Lahore,Female,Middle,Control,48,Strongly Agree,Yes,Surveyed,45.99392702361249
1487,Multan,Male,High,Treatment,57,Agree,Yes,Surveyed,72.10366291767505
1488,Multan,Female,Middle,Treatment,56,Strongly Disagree,Yes,Surveyed,65.71330180609655
1489,Islamabad,Female,High,Treatment,31,Agree,Yes,Surveyed,45.70371900761766
1490,Islamabad,Female,Middle,Treatment,76,Strongly Agree,Yes,Surveyed,91.92218893359956
1491,Islamabad,Female,High,Control,43,Strongly Agree,Yes,Surveyed,41.409900452090994
1492,Multan,Male,Middle,Treatment,44,Agree,Yes,Surveyed,61.212376470389614
1493,Islamabad,Female,Low,Treatment,36,Strongly Disagree,No,Surveyed,57.201737756306954
1494,Lahore,Male,Low,Control,35,Strongly Agree,No,Not Reached,37.644184462912115
1495,Multan,Male,High,Treatment,38,Disagree,Yes,Surveyed,42.374627687637606
1496,Islamabad,Male,Low,Control,46,Strongly Disagree,Yes,Surveyed,44.85104519921473
1497,Multan,Male,High,Control,28,Disagree,No,Surveyed,27.92583981794876
1498,Lahore,Male,Middle,Treatment,45,Agree,Yes,Surveyed,57.79231136612947
1499,Multan,Male,Middle,Treatment,46,Strongly Agree,Yes,Surveyed,58.16726916448456
1500,Lahore,Male,Low,Treatment,68,Strongly Disagree,No,Surveyed,95.90695865253514
1501,Faisalabad,Male,Low,Control,58,Strongly Disagree,Yes,Surveyed,63.38346672012585
1502,Islamabad,Male,Low,Treatment,34,Agree,Yes,Surveyed,50.61893592912165
1503,Lahore,Female,Low,Treatment,35,Strongly Disagree,Yes,Surveyed,60.734744925803724
1504,Multan,Male,Middle,Control,59,Disagree,Yes,Surveyed,56.94730879473074
1505,Faisalabad,Male,Low,Control,46,Disagree,No,Not Reached,58.87172558469068
1506,Multan,Male,Low,Treatment,60,Disagree,Yes,Surveyed,86.71040121890661
1507,Faisalabad,Male,Low,Control,47,Disagree,Yes,Not Reached,52.612558249290686
1508,Karachi,Female,High,Control,36,Strongly Agree,No,Surveyed,35.11985466057621
1509,Karachi,Female,Low,Control,48,Strongly Agree,No,Surveyed,44.581809625692415
1510,Faisalabad,Male,Low,Control,67,Agree,Yes,Surveyed,71.88451296651624
1511,Lahore,Female,Middle,Treatment,39,Agree,Yes,Surveyed,48.04646918620663
1512,Islamabad,Female,Low,Treatment,40,Agree,Yes,Surveyed,51.34340959318836
1513,Karachi,Male,Middle,Treatment,39,Strongly Agree,Yes,Surveyed,48.10934824848607
1514,Faisalabad,Female,Middle,Control,39,Agree,No,Surveyed,33.869112949301574
1515,Lahore,Female,Low,Control,46,Agree,No,Surveyed,43.134911264494576
1516,Faisalabad,Female,Low,Treatment,48,Strongly Agree,No,Refused,70.6263986194235
1517,Faisalabad,Female,High,Control,54,Strongly Agree,Yes,Surveyed,69.81829463841004
1518,Karachi,Female,Low,Control,54,Agree,Yes,Surveyed,55.70312034649916
1519,Faisalabad,Male,Middle,Control,26,Strongly Agree,Yes,Surveyed,25.892019446340083
1520,Multan,Female,Low,Treatment,49,Strongly Agree,Yes,Surveyed,76.6920768772021
1521,Karachi,Male,Middle,Control,42,Strongly Agree,Yes,Not Reached,45.79639845117169
1522,Islamabad,Female,Low,Treatment,43,Agree,Yes,Surveyed,66.50070169962922
1523,Lahore,Female,Low,Control,39,Agree,Yes,Not Reached,50.79708611575946
1524,Lahore,Female,High,Treatment,32,Agree,No,Refused,49.7839936262417
1525,Faisalabad,Male,Low,Control,60,Disagree,Yes,Surveyed,69.39828582153952
1526,Karachi,Female,High,Treatment,49,Agree,Yes,Surveyed,56.50651082587563
1527,Faisalabad,Male,Low,Control,30,Strongly Agree,No,Surveyed,36.84892728727419
1528,Multan,Female,Low,Control,25,Strongly Agree,No,Surveyed,29.85058068476738
1529,Islamabad,Female,Middle,Treatment,62,Agree,No,Surveyed,71.20256300783669
1530,Faisalabad,Male,Middle,Treatment,38,Agree,Yes,Not Reached,57.25971442172333
1531,Karachi,Female,Low,Control,43,Strongly Agree,No,Surveyed,47.10529174296106
1532,Islamabad,Male,Middle,Control,71,Agree,Yes,Refused,78.2057586239412
1533,Multan,Female,Low,Treatment,55,Disagree,No,Surveyed,74.1813408400944
1534,Faisalabad,Male,Low,Treatment,38,Strongly Disagree,Yes,Surveyed,62.29692948704643
1535,Faisalabad,Male,Low,Control,50,Disagree,Yes,Surveyed,56.123150450777516
1536,Faisalabad,Female,Low,Control,34,Agree,Yes,Surveyed,45.960900390477164
1537,Lahore,Male,High,Control,41,Strongly Agree,No,Surveyed,48.45058593531331
1538,Lahore,Male,Middle,Treatment,48,Agree,Yes,Surveyed,57.12238195342507
1539,Islamabad,Female,Low,Treatment,43,Agree,Yes,Surveyed,61.79347968805553
1540,Karachi,Female,Low,Control,57,Strongly Agree,Yes,Surveyed,57.10660318694154
1541,Lahore,Male,Low,Control,50,Disagree,Yes,Surveyed,58.91577245851101
1542,Karachi,Male,Low,Treatment,52,Disagree,Yes,Surveyed,73.1065776773408
1543,Islamabad,Male,Middle,Treatment,43,Agree,Yes,Refused,57.52823843969801
1544,Multan,Female,Middle,Treatment,57,Disagree,No,Surveyed,73.34668407065811
1545,Multan,Male,High,Control,48,Strongly Agree,Yes,Surveyed,46.24714475202276
1546,Faisalabad,Female,Low,Control,22,Strongly Agree,No,Surveyed,16.243515584107158
1547,Faisalabad,Male,High,Control,60,Strongly Agree,Yes,Refused,60.073283336757704
1548,Islamabad,Male,Middle,Treatment,74,Disagree,Yes,Not Reached,82.83814657044647
1549,Lahore,Female,Low,Control,46,Agree,Yes,Not Reached,54.56637727552443
1550,Multan,Male,Middle,Control,50,Strongly Agree,No,Surveyed,53.028306203436955
1551,Islamabad,Male,Low,Treatment,18,Agree,Yes,Surveyed,32.53535169279743
1552,Islamabad,Male,High,Control,54,Strongly Disagree,Yes,Surveyed,53.51022429384074
1553,Lahore,Male,Low,Treatment,40,Disagree,Yes,Surveyed,56.16969507270896
1554,Karachi,Female,Low,Control,38,Strongly Agree,Yes,Surveyed,51.489826670321115
1555,Karachi,Male,Middle,Treatment,50,Disagree,No,Surveyed,66.96630632774465
1556,Multan,Male,Middle,Treatment,43,Strongly Disagree,Yes,Refused,61.97218454397745
1557,Lahore,Male,Low,Treatment,30,Disagree,Yes,Surveyed,50.326610929174166
1558,Lahore,Male,Low,Treatment,49,Agree,No,Surveyed,60.14807342069841
1559,Karachi,Male,Low,Treatment,39,Strongly Agree,No,Surveyed,56.205101979436165
1560,Islamabad,Female,Middle,Control,41,Strongly Disagree,No,Surveyed,38.27187324698821
1561,Lahore,Male,Low,Treatment,41,Strongly Agree,Yes,Refused,66.26794948587414
1562,Karachi,Male,Middle,Control,36,Strongly Disagree,Yes,Not Reached,41.70530675737294
1563,Multan,Female,Low,Control,59,Disagree,Yes,Surveyed,57.991549888997156
1564,Faisalabad,Male,Low,Control,62,Strongly Agree,Yes,Refused,71.26626779474924
1565,Lahore,Male,Middle,Treatment,57,Strongly Agree,Yes,Refused,77.42868762781728
1566,Islamabad,Male,High,Control,62,Agree,No,Surveyed,63.98886934540318
1567,Karachi,Female,Middle,Control,34,Disagree,Yes,Surveyed,40.34392252750371
1568,Multan,Male,Low,Control,30,Agree,Yes,Surveyed,31.042419969412386
1569,Lahore,Male,Middle,Treatment,47,Disagree,Yes,Surveyed,63.0534713564637
1570,Islamabad,Female,Low,Control,57,Agree,No,Surveyed,65.17769907841064
1571,Karachi,Female,Low,Treatment,33,Agree,Yes,Surveyed,50.712388742271685
1572,Karachi,Female,Middle,Control,54,Strongly Agree,Yes,Surveyed,61.82687654634001
1573,Faisalabad,Female,Middle,Control,44,Agree,No,Surveyed,52.63868100475605
1574,Karachi,Male,Low,Control,28,Agree,No,Surveyed,29.27362533068552
1575,Lahore,Male,High,Control,47,Disagree,Yes,Surveyed,46.208198773671356
1576,Islamabad,Female,Low,Control,54,Disagree,Yes,Refused,54.539273462281756
1577,Multan,Male,Middle,Treatment,35,Strongly Agree,No,Surveyed,54.302584818088256
1578,Lahore,Male,Low,Control,55,Disagree,No,Surveyed,61.462718867077186
1579,Faisalabad,Male,Low,Control,47,Agree,Yes,Not Reached,44.544183412470915
1580,Karachi,Female,Low,Treatment,30,Strongly Agree,Yes,Refused,62.46283342418703
1581,Islamabad,Male,Middle,Control,59,Disagree,Yes,Surveyed,65.88099215326591
1582,Karachi,Male,Low,Control,45,Agree,Yes,Surveyed,44.877427287991566
1583,Multan,Female,Middle,Treatment,58,Strongly Agree,Yes,Surveyed,82.6751534310476
1584,Multan,Male,Middle,Control,50,Agree,Yes,Surveyed,55.86876019407486
1585,Faisalabad,Male,Low,Control,52,Agree,Yes,Not Reached,58.33075887472943
1586,Islamabad,Male,Middle,Treatment,48,Agree,Yes,Surveyed,61.31526021422506
1587,Karachi,Female,High,Treatment,53,Strongly Agree,No,Surveyed,67.03831190748267
1588,Faisalabad,Female,Low,Control,49,Strongly Agree,Yes,Surveyed,58.60537695420098
1589,Lahore,Female,Low,Control,31,Strongly Disagree,Yes,Surveyed,38.87614253878328
1590,Islamabad,Male,Middle,Treatment,48,Agree,Yes,Surveyed,57.148753145928296
1591,Faisalabad,Female,Low,Treatment,25,Disagree,Yes,Surveyed,43.352199531810726
1592,Multan,Female,Middle,Control,39,Disagree,Yes,Surveyed,40.33017050251838
1593,Islamabad,Male,Middle,Treatment,47,Agree,Yes,Surveyed,59.73702908425334
1594,Faisalabad,Female,Low,Treatment,43,Agree,No,Surveyed,64.27052119282277
1595,Faisalabad,Female,High,Control,42,Agree,Yes,Refused,58.69301641394198
1596,Faisalabad,Female,Low,Treatment,56,Disagree,Yes,Surveyed,75.33981064998399
